position,person,personID,start,end
President,Isaias Afwerki,Q57348,1993-05-19,
Minister of Agriculture,Arefaine Berhe,Q4788748,1997,
Minister of Defence,Sebhat Ephrem,Q11999779,1995,
Minsiter of Education,Osman Saleh Mohammed,Q58163,1993,2007-04-18
Minsiter of Education,Semere Russom,Q7449239,2007-04-18,
Minister of Energy and Mining,Tesfai Ghebreselassie,Q7705455,1993,2011
Minister of Energy and Mining,Ahmed Haj Ali,Q4695838,2011,
Minister of Finance,Ghebreselassie Yoseph,Q5556138,1997,2001
Minister of Finance,Berhane Abrehe,Q11960753,2001,2012
Minister of Finance,Berhane Habtemariam,Q4891779,2012,
Minister of Fisheries,Tewolde Kelati,Q110535800,2011,
Minister of Foreign Affairs,Haile Woldense,Q5639243,1997,2000
Minister of Foreign Affairs,Ali Said Abdella,Q4725176,2000,2005
Minister of Foreign Affairs,Mohamed Omer,Q6891422,2005-08,2007-04-18
Minister of Foreign Affairs,Osman Saleh Mohammed,Q58163,2007-04-18,
Minister of Health,Saleh Meki,Q2214141,1997,2009
Minister of Health,Amna Nurhusein,Q4747349,2009,
Minister of Information,Ali Abdu Ahmed,Q4724540,2004,
Minister of Justice,Fozia Hashim,Q3080243,1993,
Minister of Labour and Social Welfare,Ogbe Abraha,Q7079873,1997,2000
Minister of Labour and Social Welfare,Selma Hassan,Q3380461,2011,
"Minister of Land, Water, and the Environment",Woldemichael Ghebremariam,Q8029745,2001,2011
"Minister of Land, Water, and the Environment",Tesfai Ghebreselassie,Q7705455,2011,
Minister of Local Government,Mahmoud Ahmed Sherifo,Q364905,2000,2001
Minister for National Development,Gergis Teklemichael,Q5550601,2011,
Minister of Public Works,Abraha Asfaha,Q4668714,2011,
Minister of Tourism,Amna Nurhusein,Q4747349,2001,2009
Minister of Tourism,Askalu Menkerios,Q4807116,2011,
Minister of Trade & Industry,Ali Said Abdella,Q4725176,1997,2000
Minister of Trade & Industry,Haile Woldense,Q5639243,2000,2001
Minister of Trade & Industry,Gergis Teklemichael,Q5550601,2001,2011
Minister of Trade & Industry,Estifanos Habte,Q11967985,2011,
Minister of Transport and Communications,Woldemichael Abraha,Q8029742,2004,
Governor of the Central Bank,Kibreab Woldemariam,Q110535654,2004,
Chief of Staff of the Armed Forces,Filipos Woldeyohannes,Q5448674,2014-03-19,
